BIZRNO,ENT_NM,HDQTR_KOR_ADRS,HDQTR_KOR_DETAIL_ADRS,HDQTR_LEGAL_CD,HOMP_URL
3200000120,(재)국립발레단,"서울 서초구 남부순환로 2406 (서초동, 예술의전당)",,1165010800,https://www.korean-national-ballet.kr/ko
3200000121,강화군건강가정·다문화가족지원센터,인천 강화군 강화읍 북문길67번길 11-1 (관청리),2층(관청리 523번지),2871025022,https://ganghwa.familynet.or.kr/center/index.do
3200000122,교육시설재난공제회,"서울 영등포구 국회대로62길 25 (여의도동, 교육시설재난공제회관)",,1156011000,http://www.edufa.or.kr/main.do
3200000123,재단법인 한국자활복지개발원,"서울 서대문구 충정로 13 (충정로3가, 삼창빌딩)",,1141010200,https://www.kdissw.or.kr/main/
3200000124,경기서북부하나센터,"경기 고양시 일산서구 주화로 88 (주엽동, 효림빌딩)",7층,4128710200, http://youcan.or.kr
3200000125,남북하나재단,"서울 마포구 새창로 7 (도화동, 서울대학교 총동창회 장학빌딩)",,1144010400,https://www.koreahana.or.kr/
3200000126,한국전문대학교육협의회,"서울 중구 서소문로 38 (중림동, 센트럴타워)",,1114017100,http://www.kcce.or.kr/web/main/index.do
3200000127,유네스코한국위원회,서울 중구 명동4길 40 (충무로1가),,1114012400,https://www.unesco.or.kr/
3200000128,(사)공공도서관협의회,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",,1165010700,https://www.kpla.kr/index.php
3200000129,언론중재위원회,"서울 중구 세종대로 124 (태평로1가, 한국프레스센터)",,1114010300,https://www.pac.or.kr/kor/main/
3200000130,한국관세사회,"서울 강남구 언주로129길 20 (논현동, 한국관세사회관)",,1168010800,http://www.kcba.or.kr/main.aspx
3200000131,국립중앙도서관,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",,1165010700,https://www.nl.go.kr/
3200000132,동대문구 건강가정·다문화가족지원센터,"서울 동대문구 청계천로 521 (용두동, 다사랑행복센터)",,1123010200,https://ddmhfc.familynet.or.kr/center/index.do
3200000133,성북구가족센터,"서울 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스)",,1129012500,https://sbfc.familynet.or.kr/center/index.do
3200000134,노원구 건강가정·다문화가족지원센터,"서울 노원구 동일로173가길 94 (공릉동, 가온빌딩)",,1135010300,https://nowon.familynet.or.kr/center/
3200000135,대한조정협회,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,http://rowing.sports.or.kr/
3200000136,서강대학교 산학협력단,"서울 마포구 백범로 35 (신수동, 서강대학교)",,1144011100,http://resdept.sogang.ac.kr/kr/
3200000137,한국대학사회봉사협의회,"서울 중구 다산로11길 25 (신당동, 오붕빌딩)",,1114016200,http://www.kucss.or.kr/main
3200000138,(재)서울예술단,"서울 서초구 남부순환로 2406 (서초동, 예술의전당)",,1165010800,http://www.spac.or.kr/
3200000139,한국해외인프라도시개발지원공사,"서울 영등포구 국제금융로 10 (여의도동, 서울 국제금융 센터)",,1156011000,http://www.kindkorea.or.kr/
3200000140,서초구건강가정?다문화가족지원센터,"서울 서초구 반포대로 217 (반포동, 조달청빌딩)",,1165010700,https://seocho.familynet.or.kr/center/index.do
3200000141,(사)대한육상연맹,"서울 강동구 강동대로 199 (성내동, 다성빌딩)",,1174010800,http://www.kaaf.or.kr/ver3/main/main.asp
3200000142,도봉구 건강가정·다문화가족지원센터,"서울 도봉구 도봉로 552 (창동, 도봉구민회관)",,1132010700,https://dobong.familynet.or.kr/center/
3200000143,국군서울지구병원,서울 종로구 삼청로10길 4 (삼청동),,1111014000,https://www.mnd.go.kr/mbshome/mbs/mnd/index.jsp
3200000144,(사)대한스쿼시연맹,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,http://www.koreasquash.or.kr/index.asp
3200000145,국립서울현충원,"서울 동작구 현충로 210 (동작동, 국립서울현충원)",,1159010600,https://www.snmb.mil.kr/mbshome/mbs/snmb/index.jsp
3200000146,동대문구정신건강복지센터,서울 동대문구 홍릉로 81 (청량리동),,1123010700,http://www.ddmind.net/main/
3200000147,(재)국립극단,서울 용산구 청파로 373 (서계동),,1117010800,http://www.ntck.or.kr/ko
3200000148,강동구 건강가정·다문화가족지원센터,"서울 강동구 양재대로138길 41 (명일동, 강동청소년회관)",,1174010100,https://gangdong.familynet.or.kr/center/
3200000149,대한컬링경기연맹,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,http://www.koreacurling.co.kr/
3200000150,(사)대한유도회,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,http://judo.sports.or.kr/
3200000151,양천구가족센터,"서울 양천구 중앙로46길 57 (신정동, 가정복지관)",,1147010100,https://ychc.familynet.or.kr/center/
3200000152,(사)대한국학기공협회,"서울 송파구 올림픽로 25 (잠실동, 서울종합운동장)",,1171010100,http://www.sportskigong.org/main#
3200000153,(사)대한펜싱협회,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,https://fencing.sports.or.kr/
3200000154,한국예술종합학교 산학협력단,"서울 성북구 화랑로32길 146-37 (석관동, 한국예술종합학교)",,1129013900,http://research.karts.ac.kr/
3200000155,종로구가족센터,"서울 종로구 종로53길 29 (창신동, 토월)",,1111017400,https://jongno.familynet.or.kr/center/index.do
3200000156,(사)문화다움,"서울 성북구 성북로 122 (성북동, 성북프라자)",,1129010100,http://www.daumian.org/
3200000157,관악구 건강가정·다문화가족지원센터,"서울 서초구 반포대로 217 (반포동, 조달청빌딩)",,1165010700,https://gwanak.familynet.or.kr/center/
3200000158,(사)대한양궁협회,"서울 강동구 강동대로 199 (성내동, 다성빌딩)",,1174010800,https://www.archery.or.kr/archer/main/archeryMan.do
3200000159,대한자전거연맹,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,http://cycling.or.kr/
3200000160,(사)한국사립미술관협회,서울 종로구 인사동6길 2 (인사동),,1111013600,http://www.artmuseums.or.kr/index.html
3200000161,경기도 통합건강증진사업지원단,"서울 서초구 반포대로 222 (반포동, 가톨릭중앙의료원 새병원 및 성의회관)",,1165010700,
3200000162,서대문구정신건강복지센터,"서울 서대문구 연희로 290 (홍은동, 서대문보건소별관우리들)",,1141011800,https://www.sdm.go.kr/health/contents/mentalhealth/intro
3200000163,군사법원,서울 용산구 이태원로 22 (용산동3가),,1117012600,
3200000164,기업정신건강연구소,서울 중구 세종대로 67 (태평로2가),,1114011400,https://health.kbsmc.co.kr/jsp/lab/Mental/MentalHealthConsultnew.jsp
3200000165,서울양천우체국,"서울 양천구 목동동로 411 (목동, 부영그린타운3차)",,1147010200,
3200000166,남부여성발전센터,서울 금천구 독산로50길 23 (시흥동),,1154510300,
3200000245,서울지방고용노동청,"서울 강북구 한천로 949 (번동, 서울북부고용노동지청)",,1130510200,http://www.moel.go.kr/local/seoulbukbu/index.do
3200000452,한·아프리카재단,"서울 서초구 남부순환로 2558 (서초동, 외교타운)",4층,1165010800,https://k-af.or.kr/
3200000502,구로구어린이급식관리지원센터,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)",사무동3층,1153010200,
3200001597,기상청,"서울 동작구 여의대방로16길 61 (신대방동, 기상청)",,1159010900,www.kma.go.kr
3200005489,서울노원남부지역자활센터,"서울 노원구 동일로178길 19-38 (공릉동, 연세빌딩)",302호,1135010300,http://snnj.kr/
3200005687,노원노인종합복지관,"서울 노원구 노원로16길 15 (하계동, 중계주공9단지아파트)",,1135010400,https://nowonsenior.or.kr/
3200011215,중앙치매센터,"서울 중구 을지로 245 (을지로6가, 국립중앙의료원)",,1114014800,https://www.nid.or.kr/main/main.aspx
3200011544,중앙노인보호전문기관,"서울 영등포구 국회대로76가길 14 (여의도동, 한국가정법률상담소)",4층,1156011000,http://noinboho.or.kr/
3200012121,중랑문화원,"서울 중랑구 면목로 238 (면목동, 중랑구민회관)",3층,1126010100,https://www.ejnc.kr/
3200012187,금천구사회적경제지원센터,"서울 금천구 탑골로8길 23 (시흥동, 사회적경제 허브센터)",3층 302호,1154510300,https://gcsenet.com/index.php
3200012345,금천구치매안심센터,"서울 금천구 시흥대로123길 11 (독산동, 독산1동주민센터)",7층,1154510200,https://geumcheon.seouldementia.or.kr/
3200012354,한국생명존중희망재단,"서울 중구 을지로 6 (을지로1가, 재능빌딩)","재능빌딩 9,11,12,15층 한국생명존중희망재단",1114010400,http://www.kfsp.org/
3200012358,한국게임산업협회,"서울 강남구 역삼로 124 (역삼동, 청보빌딩)",B/D 7층,1168010100,http://www.gamek.or.kr/
3200012365,구로구보건소,"서울 구로구 구로중앙로28길 66 (구로동, 구로5동 주민센터, 구로구보건소)",,1153010200,https://www.guro.go.kr/health/index.do#n
3200012367,원광장애인종합복지관,"서울 중랑구 신내로 56 (신내동, (복)유린보은동산)",,1126010600,http://www.wwcd.or.kr/wwcd/
3200012389,서울시립과학관,"서울 노원구 한글비석로 160 (하계동, 서울시립과학관)",,1135010400,https://science.seoul.go.kr/main
3200012458,서울해바라기센터,"서울 종로구 대학로 101 (연건동, 서울대학교병원)",함춘회관 1층,1111016600,http://www.help0365.or.kr/
3200012589,금천호암노인종합복지관,"서울 금천구 독산로72길 86-5 (독산동, 금천호암노인종합복지관)",,1154510200,http://www.hoam.or.kr/
3200012787,서울특별시교육청 제2서울창의예술교육센터,"서울 성동구 마장로29길 29 (마장동, 동명초등학교)",,1120010500,https://www.sen.go.kr/crezone2/
3200013566,국립고궁박물관,"서울 종로구 효자로 12 (세종로, 국립고궁박물관)",,1111011900,https://www.gogung.go.kr/main.do
3200013567,(사)한국농아인스포츠연맹,"서울 송파구 새말로 161 (문정동, 동현빌딩)",401호,1171010800,http://kdsf.koreanpc.kr/
3200013694,서울특별시장애인체육회,"서울 송파구 올림픽로 25 (잠실동, 서울종합운동장)",,1171010100,http://www.ssad.or.kr/main/main.php
3200013697,온실가스종합정보센터,"서울 종로구 새문안로 92 (신문로1가, 광화문오피시아빌딩)",,1111012000,5층 501호
3200014568,중랑구 체육회,"서울 중랑구 동일로 619 (면목동, 면목5동 복합청사)",4층,1126010100,http://jungnang7330.or.kr/
3200014752,중랑구가족센터,"서울 중랑구 용마산로 369 (면목동, 건강가정지원센터)",,1126010100,https://jungnang.familynet.or.kr/center/
3200014785,한국자동차환경협회,"서울 서초구 방배천로 91 (방배동, 구산타워)",14층,1165010100,https://www.aea.or.kr/new/
3200015274,영등포구치매안심센터,서울 영등포구 당산로29길 9 (당산동3가),,1156011300,https://yeongdeungpo.seouldementia.or.kr/
3200015648,서초구육아종합지원센터,"서울 서초구 남부순환로347길 46 (서초동, 서초구청 직장어린이집)",,1165010800,https://youngua.seocho.go.kr/yua/
3200015687,중랑구육아종합지원센터,"서울 중랑구 망우로67길 10 (망우동, 망우본동 복합청사)","5층, 6층",1126010500,https://www.jccic.or.kr/2018/
3200015964,노원구보건소,"서울 노원구 노해로 437 (상계동, 노원구청)",,1135010500,https://www.nowon.kr/health/index.do
3200018945,은평구육아종합지원센터,"서울 은평구 서오릉로25가길 4 (구산동, 영유아플라자)",은평구 육아종합지원센터,1138010500,http://www.epmjuccic.co.kr/
3200021212,(사)전국지역문화재단연합회,"서울 구로구 가마산로25길 9-24 (구로동, 구로구의회)",구로문화재단 2층,1153010200,http://www.ancf.or.kr/
3200021235,마포노인복지센터,"서울 마포구 만리재옛12길 6-2 (공덕동, 마포데이케어센터)",,1144010200,http://mapocare.or.kr/
3200021236,서초구립 양재노인종합복지관,"서울 서초구 강남대로30길 73-7 (양재동, 서초노인주간보호센터)",,1165010200,http://www.seochosenior.org/
3200021456,서울강동경찰서,"서울 강동구 성내로 57 (성내동, 강동경찰서)",,1174010800,https://www.smpa.go.kr/home/homeIndex.do?menuCode=gd
3200021489,사랑의복지관,"서울 서초구 강남대로65길 19 (서초동, 사랑의교회 복리시설)",,1165010800,http://www.esarang.org/#1
3200021548,동대문구지역사회보장협의체,"서울 동대문구 천호대로 145 (용두동, 동대문구청)",3층,1123010200,https://www.ddm.go.kr/main.jsp
3200021554,서울마포경찰서,"서울 마포구 마포대로 183 (아현동, 서울마포경찰서)",,1144010100,https://www.smpa.go.kr/home/homeIndex.do?menuCode=mp
3200021555,서울수서경찰서,"서울 강남구 개포로 617 (개포동, 서울수서경찰서)",,1168010300,https://www.smpa.go.kr/home/homeIndex.do?menuCode=ss
3200021567,서울서대문경찰서,"서울 서대문구 통일로 113 (미근동, 서대문경찰서)",,1141010400,https://www.smpa.go.kr/home/homeIndex.do?menuCode=sdm
3200021568,서울중부경찰서,"서울 중구 수표로 27 (저동2가, 서울중부경찰서)",,1114016100,https://www.smpa.go.kr/home/homeIndex.do?menuCode=cb
3200021578,서부장애인종합복지관,서울 은평구 갈현로11길 30 (구산동),,1138010500,https://openlife.or.kr/main/
3200021595,서울종암경찰서,"서울 성북구 종암로 135 (종암동, 서울종암경찰서)",,1129013500,http://www.smpa.go.kr/home/homeIndex.do?menuCode=ca
3200022222,노원구치매안심센터,"서울 노원구 노해로 437 (상계동, 노원구청)",,1135010500,
3200023689,삼양동종합복지센터,"서울 강북구 삼양로47길 9 (미아동, 삼양동 종합복지센터)",,1130510100,http://www.sywc.or.kr/
3200025468,도봉서원종합사회복지관,"서울 도봉구 마들로 668 (도봉동, 도봉2동주민센터(도봉서원종합복지관))",,1132010800,http://www.dbsw.or.kr/
3200031567,강동구정신건강복지센터,"서울 강동구 성내로 45 (성내동, 강동구보건소)",1층,1174010800,http://www.happygd.co.kr/
3200032164,(재)한국장애인문화예술원,서울 종로구 대학로 112 (동숭동),,1111016800,http://www.i-eum.or.kr/main/view
3200032547,영등포구육아종합지원센터,"서울 영등포구 신길로40길 5 (신길동, 신길4동 공원지하주차장)",,1156013200,http://www.ydpccic.or.kr/
3200035484,종로구자원봉사센터,"서울 종로구 종로1길 36 (수송동, 대림빌딩)",7층,1111012400,http://jongno.seoulvc.kr/front
3200036985,창동어르신복지관,"서울 도봉구 덕릉로60차길 6 (창동, 창동노인복지센터)",,1132010700,http://www.changsenior.org/main/main.asp
3200036987,동대문시니어클럽,서울 동대문구 망우로20가길 34-6 (휘경동),3층,1123010900,http://www.ddms.or.kr/
3200042441,서대문장애인종합복지관,"서울 서대문구 북아현로 24 (북아현동, 북아현동주민센터)",,1141011000,http://www.welfare-center.or.kr/
3200042698,중앙장애인권익옹호기관,"서울 영등포구 양평로22길 21 (양평동5가, 선유도 코오롱디지털타워)",1412호,1156012900,http://www.naapd.or.kr/
3200042862,도봉구노동자종합지원센터,"서울 도봉구 도봉로170길 2 (도봉동, 도봉역)","도봉역사하부공간 4,5,6호",1132010800,http://dobonglabor.org/
3200044477,도봉구치매안심센터,"서울 도봉구 마들로 650 (방학동, 도봉월드상가)",4층,1132010600,https://dobong.seouldementia.or.kr/
3200045397,행복도시락사회적협동조합,서울 용산구 한강대로102길 12 (갈월동),4층,1117010400,http://happydosirak.org/2017/
3200045421,서울강서구육아종합지원센터,"서울 강서구 수명로2길 50 (내발산동, 강서구영유아플라자)",,1150010600,https://www.gskids.or.kr/
3200045712,유린원광종합사회복지관,"서울 중랑구 신내로 56 (신내동, (복)유린보은동산)",,1126010600,http://www.yurin.or.kr/yurin/
3200045754,서울시립미술관,"서울 중구 덕수궁길 61 (서소문동, 서울시립미술관)",,1114016600,https://sema.seoul.go.kr/
3200045784,구립영등포노인복지센터,"서울 영등포구 선유서로34길 10 (양평동3가, 양평동주민복지회관)",4층,1156012700,
3200045789,도봉노인종합복지관,"서울 도봉구 도당로2길 12-13 (쌍문동, 시립도봉노인종합복지관)",,1132010500,http://dobongnoin.or.kr/
3200045858,강서발달장애인평생교육센터,"서울 강서구 마곡동로3길 6 (마곡동, NY타워)",4층,1150010500,http://www.xn--939ajxn84botr.com/
3200045872,서울특별시중구장애인복지관,"서울 중구 퇴계로 460 (신당동, 중구구민복지관)",,1114016200,https://www.jgcrc.or.kr/
3200045977,구로종합사회복지관,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)",,1153010200,https://9ro.or.kr:57459/main/main.html
3200045978,중림종합사회복지관,"서울 중구 서소문로6길 16 (중림동, 중림종합복지센터)",,1114017100,http://www.jlcwc.or.kr/
3200047415,서울역사편찬원,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",,1171011100,https://history.seoul.go.kr/
3200047488,시립구로노인종합복지관,"서울 구로구 새말로16길 7 (구로동, 시립구로노인종합복지관)",,1153010200,http://gurosenior.or.kr/
3200047587,서울혁신센터,"서울 은평구 통일로 684 (녹번동, 서울혁신파크)",2층,1138010200,https://www.innovationpark.kr/
3200047849,중랑노인종합복지관,"서울 중랑구 겸재로9길 45 (면목동, 중랑구노인종합복지회관)",,1126010100,http://www.eorsin.com/
3200047855,중랑구발달장애인평생교육센터,"서울 중랑구 동일로 759 (중화동, 성민빌딩)",5층,1126010300,http://jungnangedu.or.kr/
3200047856,서울시여성가족재단,"서울 동작구 여의대방로54길 18 (대방동, 서울여성플라자)",,1159010800,https://www.seoulwomen.or.kr/sfwf/main/index.do
3200047857,우리마포복지관,"서울 마포구 신촌로26길 10 (노고산동, 우리마포복지관(대흥동주민센터))",,1144011000,https://www.woorimapo.org/new/
3200047858,국회도서관,"서울 영등포구 의사당대로 1 (여의도동, 국회)",,1156011000,https://www.nanet.go.kr/main.do
3200047859,서울도시건축전시관,서울 중구 세종대로 119 (태평로1가),,1114010300,http://www.seoulhour.kr/main/ko/
3200047894,서울시NPO지원센터,"서울 중구 남대문로9길 39 (을지로1가, 부림빌딩)",1층,1114010400,http://www.snpo.kr/
3200047895,강남종합사회복지관,"서울 강남구 개포로109길 5 (개포동, 대치아파트)",,1168010300,http://www.kangnamwelfare.co.kr/
3200047965,양천구사회적경제통합지원센터,"서울 양천구 목동동로 375 (목동, 양천구사회적경제지원센터)",1층,1147010200,http://yeses.kr/
3200047982,서울시자살예방센터,"서울 구로구 가마산로 272 (구로동, 강서,남부 수도사업소 민원센터)",,1153010200,http://www.suicide.or.kr/
3200048524,서울특별시교육청 제1서울창의예술교육센터,"서울 은평구 가좌로 208 (응암동, 은평문화예술정보학교)",,1138010700,https://www.sen.go.kr/crezone1/
3200048594,창덕궁관리소,"서울 종로구 율곡로 99 (와룡동, 창덕궁)",,1111013000,http://www.cdg.go.kr/default.jsp
3200048666,구로구공익활동지원센터,"서울 구로구 남부순환로 946 (개봉동, 구로평생학습관)",,1153010700,https://blog.naver.com/grgongik
3200048724,서울특별시 인재개발원,"서울 서초구 남부순환로340길 58 (서초동, 서울특별시인재개발원)",,1165010800,https://hrd.seoul.go.kr/index.jsp
3200048759,시립강동청소년센터,"서울 강동구 아리수로93길 47 (강일동, 시립강동청소년센터)",,1174011000,http://www.wagle.or.kr/
3200048895,대방종합사회복지관,"서울 동작구 여의대방로44길 47 (대방동, 대방2단지주공아파트)",,1159010800,http://www.daebangswc.org/
3200048952,성수종합사회복지관,"서울 성동구 뚝섬로1길 43 (성수동1가, 성수문화복지회관)",,1120011400,http://www.hycusc.or.kr/
3200048999,유락종합사회복지관,"서울 중구 퇴계로 460 (신당동, 중구구민복지관)",,1114016200,http://www.yurak.or.kr/kor/main/
3200051235,서울관악고용노동지청,"서울 구로구 디지털로32길 42 (구로동, 서울관악고용노동지청)",,1153010200,http://www.moel.go.kr/local/seoulgwanak/index.do
3200051237,구립용산노인전문요양원,"서울 용산구 효창원로93길 51 (효창동, 구립용산노인전문요양원)",,1117011900,http://www.yssilver1.net/
3200052222,화곡어르신복지센터,"서울 강서구 월정로30길 96 (화곡동, 강서구보건소화곡분소)",,1150010300,http://www.hgswc.or.kr/index_k.html
3200052241,한국화학물질관리협회,"서울 양천구 곰달래로 34 (신월동, 브랑누아빌딩)",4층,1147010300,http://www.kcma.or.kr/main/main.asp
3200052846,고등군사법원,서울 용산구 이태원로 22 (용산동3가),,1117012600,https://www.hcaf.mil.kr/user/indexMain.action?siteId=hcaf
3200053215,서울도서관,"서울 중구 세종대로 110 (태평로1가, 서울특별시청)",,1114010300,https://lib.seoul.go.kr/
3200054222,광진구 체육회,"서울 광진구 자양로 117 (자양동, 광진구청)",제2별관 5층,1121510500,http://gwangjinsportal.or.kr/
3200054235,강북노인종합복지관,"서울 강북구 삼양로92길 40 (수유동, 강북노인종합복지관)",,1130510300,http://www.gswc.or.kr/
3200054297,시립중랑노인종합복지관,"서울 중랑구 겸재로9길 45 (면목동, 중랑구노인종합복지회관)",,1126010100,http://www.eorsin.com/
3200054333,서초구립중앙노인종합복지관,"서울 서초구 서초대로54길 45 (서초동, 서초구립중앙노인복지관)",,1165010800,http://www.seochonoin.org/
3200054456,구립신내노인종합복지관,"서울 중랑구 신내로15길 175 (신내동, 신내노인종합복지관)",,1126010600,http://www.shinnaesenior.or.kr/#1
3200054569,서울서초경찰서,"서울 서초구 반포대로 179 (서초동, 서울서초경찰서)",,1165010800,http://www.smpa.go.kr/home/homeIndex.do?menuCode=sc
3200054598,서울특별시 동부권직장맘지원센터,"서울 광진구 아차산로30길 36 (자양동, 서울특별시 동부여성발전센타)",1층,1121510500,https://www.workingmom.or.kr/mom_home/index.html
3200054687,시립성북노인종합복지관,"서울 성북구 종암로15길 10 (종암동, 성북노인종합복지관)",,1129013500,http://www.sbnoin.or.kr/
3200054712,도봉재가노인지원센터,서울 도봉구 시루봉로 130 (방학동),정목빌딩 5층,1132010600,http://www.xn--o39a70mo9hh5k.kr/
3200054745,서울노동권익센터,"서울 종로구 청계천로 105 (관수동, 전태일기념관)",5층,1111015500,https://www.labors.or.kr/
3200054782,송파노인종합복지관,"서울 송파구 백제고분로32길 41 (삼전동, 송파노인종합복지관)",,1171010600,http://www.song-pa.or.kr/
3200054784,서울특별시 미디어재단 티비에스,"서울 마포구 매봉산로 31 (상암동, S-PLEX CENTER)",,1144012700,https://www.tbs.seoul.kr/tv/index.do
3200054786,국립한국문학관,"서울 은평구 통일로 1045 (진관동, 이룸채)",2층 6호,1138011400,http://www.nmkl.or.kr/
3200054787,금천노인종합복지관,"서울 금천구 시흥대로51길 93-32 (시흥동, 금천노인종합복지관)",,1154510300,https://hello-senior.or.kr/
3200054788,서초구사회적경제통합지원센터,"서울 서초구 방배천로4길 8 (방배동, 대광빌딩)",302호,1165010100,http://seochose.org/
3200054789,한성백제박물관,"서울 송파구 위례성대로 71 (방이동, 한성백제박물관)",,1171011100,https://baekjemuseum.seoul.go.kr/
3200054822,신당종합사회복지관,"서울 중구 동호로11길 22 (신당동, 신당종합사회복지관)",,1114016200,http://www.shindang.or.kr/
3200054842,관악지역자활센터,"서울 관악구 문성로 236 (신림동, 평희빌딩)",5층,1162010200,http://www.iska.or.kr/
3200054844,약수노인종합복지관,"서울 중구 다산로6길 11 (신당동, 약수동 복지회관)",,1114016200,http://www.yssenior.co.kr/
3200054855,서울혜화경찰서,서울 종로구 창경궁로 112-16 (인의동),,1111015700,http://www.smpa.go.kr/home/homeIndex.do?menuCode=hh
3200054876,노원사회적경제지원센터,서울 노원구 동일로174길 27 (공릉동),,1135010300,http://happynowon.kr/
3200054878,서울시립마포인터넷중독예방상담센터,"서울 마포구 월드컵로 212 (성산동, 마포구청)",1층,1144012500,https://www.mpiwill.or.kr:453/index.php
3200054879,중곡종합사회복지관,서울 광진구 용마산로3길 62 (중곡동),,1121510100,http://www.chunggok.org/
3200054892,서울특별시 서남권직장맘지원센터,"서울 금천구 가산디지털1로 181 (가산동, 가산 더블유센터)",312호,1154510100,https://www.gworkingmom.net/
3200054893,서울시어르신상담센터,서울 종로구 삼일대로 467 (경운동),서울노인복지센터 1층,1111013400,http://www.seoulfriend.or.kr/main/main.asp
3200054895,영등포구사회적경제지원센터,"서울 영등포구 선유동1로 80 (당산동3가, 영등포구청 별관)",2층,1156011300,https://ydphub.com/
3200054896,(재)푸르덴셜사회공헌재단,"서울 강남구 강남대로 298 (역삼동, 푸르덴셜타워)",B2,1168010100,http://www.prufoundation.or.kr/main.do
3200054897,서울특별시 서북병원,"서울 은평구 갈현로7길 49 (역촌동, 서울서북병원)",,1138010800,https://sbhosp.seoul.go.kr/
3200054899,서울광진경찰서,"서울 광진구 자양로 167 (구의동, 광진경찰서)",,1121510300,https://www.smpa.go.kr/home/homeIndex.do?menuCode=gj
3200055457,은평구체육회,서울 은평구 진관1로 52 (진관동),3층,1138011400,http://epsports.or.kr/
3200055566,신당데이케어센터,"서울 중구 다산로25길 6 (신당동, 영도빌딩)",,1114016200,http://www.borisudaycare.com/index.html#1
3200055666,서울북부고용노동지청,"서울 강북구 한천로 949 (번동, 서울북부고용노동지청)",,1130510200,http://www.moel.go.kr/local/seoulbukbu/index.do
3200055687,용산구자원봉사센터,"서울 용산구 청파로49길 34 (청파동2가, 청파어린이영어도서관)",3층,1117011000,http://yongsan.seoulvc.kr/front;jsessionid=A85C7F2BFD5C2A1BA1C21C999F8BE4AA
3200055879,양천구 어린이급식관리지원센터,"서울 양천구 공항대로 650 (목동, 아가도스오피스텔)",아가도스오피스텔 201호,1147010200,https://www.ccfsm.foodnara.go.kr/yangcheon/
3200055888,서울특별시 광역치매센터,"서울 종로구 대학로 47 (연건동, 이화에수풀)",2층,1111016600,https://seoul.nid.or.kr/home/main/main.aspx
3200055999,관악구노동복지센터,"서울 관악구 남부순환로234길 37 (봉천동, 덕진경로당)",3층,1162010100,http://gwanaklabor.kr/
3200056111,강동외국인노동자센터,"서울 강동구 성안로13길 56 (성내동, 성내종합사회복지관)",,1174010800,http://www.gdcenter.co.kr/
3200056278,구립 동대문장애인종합복지관,"서울 동대문구 청계천로 521 (용두동, 다사랑행복센터)",,1123010200,http://www.ddm2016.or.kr/
3200056321,이화여자대학교 종합사회복지관,"서울 서대문구 북아현로14길 25 (북아현동, 영인파크)",북아현동 1-826 이화여대종합사회복지관,1141011000,http://www.ewhawelfare.or.kr/
3200056698,스마트쉼센터,"서울 중구 청계천로 14 (무교동, 한국정보화진흥원)",,1114010100,https://www.iapc.or.kr/
3200056788,시립신목종합사회복지관,"서울 양천구 신목로 5 (신정동, 목동삼성아파트)",,1147010100,
3200056888,마포장애인종합복지관,"서울 마포구 성산로4길 35 (성산동, 마포장애인종합복지관)",,1144012500,http://www.mapowelfare.or.kr/
3200056895,종로장애인복지관,"서울 종로구 자하문로 89 (신교동, 종로구 장애인복지관 및 푸르메재활센터)",3층,1111010200,https://www.jpurme.org/
3200056898,생명의전화종합사회복지관,"서울 성북구 오패산로 21 (하월곡동, 생명의전화(종합복지관))",,1129013600,http://www.lifelineseoul.or.kr/#1
3200056899,소셜벤처허브,서울 강남구 선릉로93길 40 (역삼동),나라키움 역삼A빌딩 3~4층,1168010100,http://www.svhc.or.kr/main/
3200056921,압구정노인복지센터,"서울 강남구 도산대로53길 5 (신사동, 압구정 노인복지센터)",,1168010700,https://www.gangnam.go.kr/office/happy-apgu/main.do
3200056975,서울동대문구육아종합지원센터,서울 동대문구 황물로 62 (답십리동),,1123010500,https://www.ddmccic.or.kr/new/main/
3200056999,서울강남경찰서,"서울 강남구 테헤란로114길 11 (대치동, 강남경찰서)",,1168010600,https://www.smpa.go.kr/home/homeIndex.do?menuCode=gn
3200057489,서울시립강동노인종합복지관,"서울 강동구 동남로71길 32-5 (명일동, 강동노인종합복지관)",,1174010100,http://www.gdsw.or.kr/main/main.php
3200057894,서울물재생시설공단,서울 강남구 개포로 625 (일원동),,1168011400,https://www.swr.or.kr/cpage.do
3200057897,용산구청,"서울 용산구 녹사평대로 150 (이태원동, 용산구종합행정타운)",,1117013000,http://www.yongsan.go.kr/site/kr/index.jsp
3200057898,은평구 어린이급식관리지원센터,"서울 은평구 은평로13길 10 (응암동, 신풍빌딩)",2층,1138010700,https://www.ccfsm.foodnara.go.kr/eunpyeong/
3200058224,서울특별시아동복지센터,"서울 강남구 광평로34길 124 (수서동, 여성보호센터)",,1168011500,https://child.seoul.go.kr/
